X 21 4 	13958.997000000	1.000e-01	1
X 21 5 	13971.666000000	1.000e-01	1
X 21 6 	13986.761100000	1.000e-01	1
X 21 7 	14004.223400000	1.000e-01	1
X 21 8 	14023.984300000	1.000e-01	1
X 21 9 	14045.965500000	1.000e-01	1
X 21 10 	14070.078700000	1.000e-01	1
X 22 0 	14143.647400000	1.000e-01	1
X 22 1 	14145.658200000	1.000e-01	1
X 22 2 	14149.664500000	1.000e-01	1
X 22 3 	14155.636000000	1.000e-01	1
X 22 4 	14163.527000000	1.000e-01	1
X 22 5 	14173.276800000	1.000e-01	1
X 22 6 	14184.809200000	1.000e-01	1
X 22 7 	14198.033100000	1.000e-01	1
X 22 8 	14212.842100000	1.000e-01	1
X 22 9 	14229.114600000	1.000e-01	1
X 22 10 	14246.713600000	1.000e-01	1
X 23 0 	14259.270900000	1.000e-01	1
X 23 1 	14260.603200000	1.000e-01	1
X 23 2 	14263.216400000	1.000e-01	1
X 23 3 	14267.007900000	1.000e-01	1
X 23 4 	14271.823700000	1.000e-01	1
X 23 5 	14277.458400000	1.000e-01	1
X 23 6 	14283.655300000	1.000e-01	1
X 23 7 	14290.106500000	1.000e-01	1
X 23 8 	14296.452600000	1.000e-01	1
X 23 9 	14302.282800000	1.000e-01	1
X 23 10 	14307.135200000	1.000e-01	1
A 2 2 	19175.571346776	3.002e+00	1
A 2 6 	19220.212749857	3.002e+00	2
A 2 7 	19240.386208440	3.002e+00	2
A 2 8 	19262.336691498	3.002e+00	2
A 2 9 	19286.183908420	3.002e+00	2
A 2 10 	19311.866250417	3.002e+00	2
A 2 11 	19341.089545444	3.002e+00	2
A 2 12 	19372.409767771	4.243e+00	2
A 2 13 	19408.185952533	4.243e+00	2
A 3 1 	19427.536854768	3.002e+00	2
A 3 2 	19432.286792277	3.002e+00	3
A 3 3 	19441.754455535	3.002e+00	4
A 3 5 	19464.828750728	3.002e+00	4
A 3 6 	19480.975842523	3.002e+00	4
A 3 7 	19500.105913348	3.002e+00	4
A 3 8 	19522.824180462	3.002e+00	4
A 3 9 	19547.619743576	3.002e+00	3
A 2 18 	19556.192516941	4.243e+00	1
A 3 10 	19575.380207788	3.002e+00	4
A 2 19 	19602.944073495	4.243e+00	1
A 3 11 	19604.414806153	3.002e+00	4
A 3 12 	19636.563129672	4.243e+00	4
A 3 13 	19670.916177749	4.243e+00	4
A 4 3 	19701.575043849	3.002e+00	1
A 3 14 	19708.659273007	4.243e+00	4
A 4 4 	19714.328449219	3.002e+00	1
A 4 5 	19731.191432997	3.002e+00	4
A 3 15 	19748.208664085	4.243e+00	4
A 4 6 	19748.688501927	3.002e+00	5
A 4 7 	19767.929016059	3.002e+00	6
A 3 16 	19790.484186295	4.243e+00	4
A 4 8 	19790.828833178	3.002e+00	6
A 4 9 	19815.818930813	3.002e+00	6
A 3 17 	19834.726796904	4.243e+00	4
A 4 10 	19844.264415433	3.002e+00	6
A 4 11 	19873.586218280	3.002e+00	6
A 3 18 	19882.031423203	4.243e+00	4
A 4 12 	19906.156407246	3.002e+00	6
A 3 19 	19930.770144503	4.243e+00	3
A 4 13 	19941.803662547	3.002e+00	6
A 5 2 	19972.770111320	3.002e+00	1
A 4 14 	19979.825625565	3.002e+00	6
A 5 3 	19980.573005437	3.002e+00	1
A 3 20 	19982.893237190	4.243e+00	3
A 5 4 	19991.944137492	3.002e+00	3
A 5 5 	20006.243046371	3.002e+00	3
A 4 15 	20020.012234025	3.164e+00	6
A 5 6 	20023.899806657	3.002e+00	5
A 3 21 	20035.826929414	4.243e+00	3
A 5 7 	20044.075429034	3.002e+00	5
A 4 16 	20063.186108455	3.002e+00	6
A 5 8 	20065.671124167	3.002e+00	6
A 5 9 	20090.356864382	3.002e+00	4
A 3 22 	20091.336788486	4.243e+00	3
A 4 17 	20108.245738606	4.243e+00	6
A 5 10 	20118.827322015	3.002e+00	6
A 5 11 	20148.900359689	3.002e+00	6
A 3 23 	20150.291600932	4.243e+00	2
A 4 18 	20155.980979749	4.243e+00	5
A 5 12 	20182.088081202	3.002e+00	5
A 4 19 	20205.949693976	4.243e+00	6
A 3 24 	20210.470379976	4.243e+00	1
A 5 13 	20217.779187958	3.002e+00	5
A 6 1 	20247.572470438	3.001e+00	1
A 6 2 	20252.476217963	3.001e+00	2
A 5 14 	20256.520136141	3.002e+00	5
A 4 20 	20258.372799782	4.243e+00	6
A 6 3 	20260.607145057	3.001e+00	3
A 3 25 	20271.073061186	4.243e+00	1
A 6 4 	20272.344137492	3.002e+00	3
A 6 5 	20286.626274602	3.002e+00	4
A 5 15 	20297.625619999	3.002e+00	6
A 6 6 	20302.526319431	3.002e+00	4
A 4 21 	20312.442226003	4.243e+00	6
A 6 7 	20322.246432821	3.002e+00	4
A 3 26 	20334.799550215	4.243e+00	1
A 5 16 	20340.369220784	3.002e+00	6
A 6 8 	20345.025851538	3.002e+00	4
A 4 22 	20369.212252706	4.243e+00	5
A 6 9 	20370.309138591	3.002e+00	4
A 5 17 	20386.277414564	4.243e+00	6
A 6 10 	20398.593900444	3.002e+00	4
A 3 27 	20399.518384348	4.243e+00	1
A 4 23 	20428.048714375	4.243e+00	4
A 6 11 	20428.980506103	3.002e+00	4
A 5 18 	20434.530162909	4.243e+00	6
A 6 12 	20462.616542473	3.002e+00	4
A 5 19 	20484.340725914	4.243e+00	5
A 4 24 	20489.209814461	4.243e+00	5
A 6 13 	20498.416501149	3.002e+00	4
A 7 1 	20531.854951083	3.001e+00	1
A 7 2 	20536.904881086	3.001e+00	2
A 6 14 	20537.111347808	3.002e+00	4
A 5 20 	20537.259035598	4.243e+00	5
A 7 3 	20546.038329835	3.001e+00	2
A 4 25 	20552.020891727	4.243e+00	4
A 7 4 	20555.621906169	3.002e+00	3
A 7 5 	20569.510106077	3.002e+00	4
A 6 15 	20577.409858050	3.002e+00	4
A 7 6 	20586.620393411	3.002e+00	4
A 5 21 	20592.850076708	4.243e+00	5
A 7 7 	20606.088568413	3.002e+00	5
A 4 26 	20616.695662662	4.243e+00	2
A 6 16 	20621.387039432	3.002e+00	4
A 7 8 	20628.815598068	3.002e+00	6
A 5 22 	20650.180812910	4.243e+00	5
A 7 9 	20654.426335009	3.002e+00	6
A 6 17 	20667.684015323	4.243e+00	4
A 7 10 	20682.430043863	3.002e+00	6
A 5 23 	20711.011437313	4.243e+00	4
A 7 11 	20713.231247265	3.002e+00	6
A 6 18 	20716.524628041	4.243e+00	4
A 7 12 	20746.943133799	3.002e+00	5
A 6 19 	20767.068713139	4.243e+00	2
A 5 24 	20772.828611293	4.243e+00	3
A 7 13 	20782.655508452	3.002e+00	5
A 8 0 	20815.186760324	3.001e+00	1
A 8 1 	20819.177475542	3.000e+00	2
A 6 20 	20820.792813404	4.243e+00	4
A 7 14 	20821.330754269	3.002e+00	5
A 4 29 	20822.461461449	4.243e+00	1
A 8 2 	20825.026624497	3.001e+00	3
A 8 3 	20833.216555036	3.001e+00	3
A 5 25 	20835.395722767	4.243e+00	2
A 8 4 	20843.988572836	3.002e+00	3
A 4 28 	20851.591775108	4.243e+00	1
A 8 5 	20857.960106077	3.002e+00	4
A 7 15 	20862.734858050	3.002e+00	4
A 8 6 	20874.795393411	3.002e+00	4
A 6 21 	20876.089374688	4.243e+00	4
A 8 7 	20895.353049235	3.002e+00	4
A 5 26 	20900.895662662	4.243e+00	2
A 7 16 	20906.437039432	3.002e+00	4
A 8 8 	20917.904327797	3.002e+00	4
A 6 22 	20933.909002049	4.243e+00	4
A 8 9 	20943.005229723	3.002e+00	4
A 7 17 	20952.184015323	4.243e+00	4
A 5 27 	20968.489922899	4.243e+00	2
A 8 10 	20971.028650433	3.002e+00	4
A 6 23 	20994.140214482	4.243e+00	4
A 8 11 	21001.257349630	3.002e+00	4
A 7 18 	21001.674628041	4.243e+00	4
A 8 12 	21035.043248069	3.002e+00	3
A 5 28 	21037.591775108	4.243e+00	1
A 7 19 	21052.310629350	4.243e+00	4
A 6 24 	21056.025388779	4.243e+00	3
A 8 13 	21070.773995087	3.002e+00	3
A 7 20 	21105.504651468	4.243e+00	3
A 5 29 	21108.361461449	4.243e+00	1
A 9 1 	21109.077475542	3.000e+00	2
A 8 14 	21109.376863990	3.002e+00	4
A 9 2 	21115.154881086	3.001e+00	2
A 6 25 	21120.449155271	4.243e+00	2
A 9 3 	21124.188329835	3.001e+00	2
A 9 4 	21135.293195085	3.002e+00	2
A 9 5 	21150.535106077	3.002e+00	4
A 8 15 	21150.581735692	3.002e+00	4
A 7 21 	21161.877185882	4.243e+00	3
A 9 6 	21167.870393411	3.002e+00	4
A 9 7 	21187.578049235	3.002e+00	4
A 6 26 	21187.866663792	4.243e+00	1
A 8 16 	21194.703508963	4.243e+00	4
A 9 8 	21208.654327797	3.002e+00	4
A 7 22 	21220.036601449	4.243e+00	2
A 9 9 	21234.905229723	3.002e+00	4
A 8 17 	21240.462151440	4.243e+00	4
A 6 27 	21254.933921099	4.243e+00	1
A 9 10 	21262.903650433	3.002e+00	4
A 7 23 	21280.201394139	4.243e+00	3
A 8 18 	21288.785683577	4.243e+00	4
A 9 11 	21293.382349630	3.002e+00	4
A 9 12 	21325.129541739	3.002e+00	3
A 6 28 	21326.181459192	4.243e+00	1
A 8 19 	21339.786611082	4.243e+00	4
A 7 24 	21342.292055446	4.243e+00	3
A 9 13 	21360.446353469	3.002e+00	4
A 8 20 	21393.178947888	4.243e+00	4
A 6 29 	21397.799972153	4.243e+00	1
A 10 0 	21398.786760324	3.001e+00	1
A 9 14 	21399.090774257	3.002e+00	3
A 10 1 	21401.227475542	3.000e+00	2
A 7 25 	21405.844077214	4.243e+00	3
A 10 2 	21407.454881086	3.001e+00	2
A 10 3 	21416.138329835	3.001e+00	2
A 10 4 	21427.443195085	3.002e+00	2
A 9 15 	21440.231735692	3.002e+00	4
A 10 5 	21440.965541513	3.002e+00	2
A 8 21 	21448.669955552	4.243e+00	2
A 10 6 	21457.899204141	3.002e+00	2
A 6 30 	21472.082625368	4.243e+00	1
A 7 26 	21474.166547608	4.243e+00	2
A 10 7 	21478.038454307	3.002e+00	2
A 9 16 	21484.028508963	4.243e+00	4
A 10 8 	21499.945091128	3.002e+00	2
A 8 22 	21506.869206436	4.243e+00	1
A 10 9 	21524.810727845	3.002e+00	2
A 9 17 	21529.387151440	4.243e+00	4
A 7 27 	21542.484981435	4.243e+00	2
A 6 31 	21545.918986076	4.243e+00	1
A 10 10 	21552.502330701	3.002e+00	2
A 8 23 	21567.539120657	4.243e+00	2
A 9 18 	21577.460683577	4.243e+00	4
A 10 11 	21583.482729591	3.002e+00	2
A 7 28 	21610.914000000	4.243e+00	1
A 10 12 	21616.128939610	3.002e+00	2
A 9 19 	21628.636611082	4.243e+00	4
A 8 24 	21630.141283739	4.243e+00	2
A 10 13 	21651.688336782	3.164e+00	2
A 9 20 	21681.753947888	4.243e+00	4
A 10 14 	21690.139363046	3.002e+00	2
A 11 0 	21690.986760324	3.001e+00	1
A 8 25 	21693.987778065	4.243e+00	2
A 11 1 	21694.927475542	3.000e+00	2
A 11 2 	21701.154881086	3.001e+00	2
A 11 3 	21709.088329835	3.001e+00	2
A 11 4 	21720.243195085	3.002e+00	2
A 10 15 	21730.613129188	4.243e+00	2
A 11 5 	21734.115541513	3.002e+00	2
A 9 21 	21737.332867999	4.243e+00	4
A 11 6 	21750.749204141	3.002e+00	2
A 8 26 	21761.574061492	4.243e+00	2
A 11 7 	21770.338454307	3.002e+00	2
A 10 16 	21774.322891835	4.243e+00	2
A 11 8 	21792.445091128	3.002e+00	2
A 9 22 	21795.196834230	4.243e+00	4
A 11 9 	21817.260727845	3.002e+00	2
A 10 17 	21819.539894244	4.243e+00	2
A 8 27 	21829.866946626	4.243e+00	2
A 11 10 	21844.702330701	3.002e+00	2
A 9 23 	21855.186257762	4.243e+00	3
A 10 18 	21868.007972507	4.243e+00	2
A 11 11 	21874.982729591	3.002e+00	2
A 8 28 	21900.882042280	4.243e+00	2
A 11 12 	21907.878939610	3.002e+00	2
A 10 19 	21917.864847464	4.243e+00	2
A 9 24 	21918.290795594	4.243e+00	3
A 11 13 	21943.088336782	3.164e+00	2
A 10 20 	21971.576457407	4.243e+00	2
A 8 29 	21972.309479115	4.243e+00	2
A 11 14 	21981.089363046	3.002e+00	2
A 9 25 	21982.637778065	4.243e+00	2
A 12 0 	21984.486760324	3.001e+00	1
A 12 1 	21988.277475542	3.000e+00	2
A 12 2 	21994.154881086	3.001e+00	2
A 12 3 	22002.938329835	3.001e+00	2
A 12 4 	22013.543195085	3.002e+00	2
A 11 15 	22021.413129188	4.243e+00	2
A 10 21 	22026.795780446	4.243e+00	2
A 12 5 	22027.015541513	3.002e+00	2
A 12 6 	22043.749204141	3.002e+00	2
A 8 30 	22046.498416912	4.243e+00	2
A 9 26 	22049.174061492	4.243e+00	2
A 12 7 	22063.038454307	3.002e+00	2
A 11 16 	22064.572891835	4.243e+00	2
A 12 8 	22084.945091128	3.002e+00	2
A 11 17 	22109.439894244	4.243e+00	2
A 12 9 	22109.510727845	3.002e+00	2
A 9 27 	22116.866946626	4.243e+00	2
A 8 31 	22122.918986076	4.243e+00	1
A 12 10 	22136.652330701	3.002e+00	2
A 10 23 	22145.188221616	4.243e+00	2
A 11 18 	22157.707972507	4.243e+00	2
A 12 11 	22166.582729591	3.002e+00	2
A 9 28 	22187.832042280	4.243e+00	2
A 12 12 	22198.778939610	3.002e+00	2
A 8 32 	22200.914208456	4.243e+00	1
A 10 24 	22206.941878906	4.243e+00	2
A 11 19 	22207.614847464	4.243e+00	2
A 12 13 	22233.988336782	3.164e+00	2
A 9 29 	22258.909479115	4.243e+00	2
A 11 20 	22260.476457407	4.243e+00	2
A 10 25 	22271.367252780	4.243e+00	2
A 12 14 	22271.939363046	3.002e+00	2
A 13 1 	22279.354951083	3.001e+00	1
A 8 33 	22281.200000000	4.243e+00	1
A 13 2 	22283.923001849	3.002e+00	1
A 13 3 	22293.838329835	3.001e+00	2
A 13 4 	22302.263388322	3.002e+00	1
A 12 15 	22311.713129188	4.243e+00	2
A 11 21 	22315.745780446	4.243e+00	2
A 13 5 	22317.465541513	3.002e+00	2
A 13 6 	22334.349204141	3.002e+00	2
A 10 26 	22338.091321194	4.243e+00	2
A 12 16 	22353.972891835	4.243e+00	2
A 13 7 	22354.788454307	3.002e+00	2
A 11 22 	22372.901113399	4.243e+00	2
A 13 8 	22376.495091128	3.002e+00	2
A 12 17 	22399.239894244	4.243e+00	2
A 13 9 	22401.060727845	3.002e+00	2
A 13 10 	22427.802330701	3.002e+00	2
A 11 23 	22433.038221616	4.243e+00	2
A 12 18 	22446.907972507	4.243e+00	2
A 13 11 	22457.682729591	3.002e+00	2
A 13 12 	22489.628939610	3.002e+00	2
A 11 24 	22494.091878906	4.243e+00	2
A 12 19 	22496.714847464	4.243e+00	2
A 13 13 	22524.438336782	3.164e+00	2
A 12 20 	22548.826457407	4.243e+00	2
A 11 25 	22557.917252780	4.243e+00	2
A 13 14 	22561.689363046	3.002e+00	2
A 14 0 	22570.286760324	3.001e+00	1
A 14 1 	22572.027475542	3.000e+00	2
A 14 2 	22578.054881086	3.001e+00	2
A 14 3 	22586.288329835	3.001e+00	2
A 14 4 	22597.093195085	3.002e+00	2
A 13 15 	22601.263129188	4.243e+00	2
A 12 21 	22603.495780446	4.243e+00	2
A 14 5 	22610.665541513	3.002e+00	2
A 11 26 	22623.041321194	4.243e+00	2
A 14 6 	22626.649204141	3.002e+00	2
A 13 16 	22643.572891835	4.243e+00	2
A 14 7 	22645.538454307	3.002e+00	2
A 12 22 	22659.801113399	4.243e+00	2
A 14 8 	22667.195091128	3.002e+00	2
A 13 17 	22688.139894244	4.243e+00	2
A 11 27 	22690.438594300	4.243e+00	1
A 14 9 	22691.260727845	3.002e+00	2
A 14 10 	22717.902330701	3.002e+00	2
A 12 23 	22719.588221616	4.243e+00	2
A 13 18 	22735.157972507	4.243e+00	2
A 14 11 	22747.182729591	3.002e+00	2
A 14 12 	22778.678939610	3.002e+00	2
A 12 24 	22779.791878906	4.243e+00	2
A 13 19 	22784.364847464	4.243e+00	2
A 14 13 	22813.388336782	3.164e+00	2
A 13 20 	22835.626457407	4.243e+00	2
